2.21729,0.673883,0.498299,2.10825,0.498985,0.179387,0.238815, ,1.51784,0.894688,0.644428,1.40591,0.653868,0.192376,0.22275, ,5.71765,1.53203,1.13768,4.75225,0.728466,0.171301,0.218443, ,12.2469,3.46161,1.01425,5.60695,0.73764,0.265365,0.424463, ,10.1216,4.1363,2.14871,9.72732,1.35639,0.169644,0.189176, ,18.6353,4.29756,5.1336,10.8981,1.81865,0.201849,0.233228, ,25.5875,6.55149,4.32232,18.1852,1.51355,0.146166,0.133455, ,
1.83423,0.575434,0.523496,2.35735,0.525337,0.17802,0.269562, ,3.35112,0.763889,0.379194,1.5707,0.371387,0.197096,0.234809, ,4.64598,2.30858,1.06141,2.51804,1.07977,0.187023,0.273372, ,8.37184,2.92549,1.20155,5.25319,0.61841,0.172033,0.192631, ,10.1492,2.68392,3.11344,8.00676,1.45169,0.185555,0.250839, ,20.1138,5.87595,2.73008,15.7439,1.18737,0.142837,0.223963, ,23.8978,5.56276,3.8973,18.8292,1.97498,0.166646,0.222971, ,
1.39226,0.648777,0.417583,1.22976,0.414928,0.195158,0.340568, ,1.73705,0.506365,0.538147,2.29463,0.477254,0.22809,0.274776, ,3.37111,1.24978,0.743633,3.13976,0.48808,0.180381,0.228197, ,10.1723,1.73492,2.88769,5.37711,0.972133,0.215522,0.250331, ,10.3748,3.06987,4.57891,11.3304,0.868912,0.155649,0.279189, ,18.0811,5.44429,2.3849,10.51,0.962233,0.184167,0.221833, ,15.5734,4.81497,4.76078,17.4062,1.53211,0.143614,0.166058, ,
1.39572,0.585666,0.55931,2.49891,0.559352,0.192719,0.275113, ,1.71342,0.531948,0.790252,2.31595,0.526338,0.191241,0.312598, ,3.72706,1.18355,0.539771,3.25133,0.554775,0.17708,0.348767, ,11.1374,1.55381,1.22905,7.25103,0.902959,0.172136,0.232322, ,12.217,3.11813,1.93145,6.12728,1.01803,0.148858,0.186187, ,20.0033,5.35501,4.7502,13.699,1.40039,0.185081,0.265276, ,23.7278,7.13855,3.85085,15.6443,1.84832,0.144084,0.179381, ,
1.24372,0.485821,0.590029,2.42102,0.580196,0.193246,0.290617, ,1.60658,0.569594,0.460711,1.53986,0.526438,0.276986,0.27914, ,6.02592,1.79639,0.813402,3.93238,0.569856,0.222196,0.350751, ,6.57972,1.54114,1.84631,4.29055,0.712121,0.19017,0.403459, ,12.7607,3.63865,2.51821,7.93295,1.31259,0.151298,0.229466, ,22.3696,3.66277,2.66896,11.042,1.43996,0.173759,0.218047, ,21.5502,4.35614,4.00926,13.0481,1.12376,0.135515,0.179608, ,
1.8402,0.503719,0.578159,2.43712,0.574566,0.183709,0.276943, ,3.37624,0.940902,0.762765,3.1474,0.531096,0.197961,0.247091, ,3.30128,0.93737,1.0379,4.90993,0.740527,0.168777,0.275675, ,7.98989,1.82514,1.48073,5.11144,0.740867,0.21328,0.233924, ,10.8066,3.89024,1.7812,7.04275,0.82149,0.147422,0.275867, ,19.7686,4.613,2.05603,8.29264,1.06194,0.136811,0.325405, ,23.1958,6.91985,4.66226,17.5917,2.03707,0.138214,0.196667, ,
1.64863,0.572698,0.482585,1.42766,0.484027,0.195748,0.240121, ,3.04235,0.767572,0.578661,1.57472,0.491641,0.207861,0.271647, ,4.38388,0.879103,1.34075,3.02283,0.405917,0.174405,0.243904, ,5.75151,2.46986,1.3724,6.44767,0.851586,0.218015,0.155161, ,14.6433,2.97821,2.54297,10.9121,1.09223,0.142859,0.164308, ,17.174,4.19336,3.5173,10.0031,1.15009,0.148571,0.233857, ,24.2194,7.84799,4.14698,14.4446,1.92723,0.133191,0.163806, ,
1.53185,0.650228,0.404229,1.08793,0.411314,0.192395,0.27848, ,1.89496,0.508787,0.730406,1.86455,0.58106,0.182759,0.335817, ,3.0477,1.12544,0.807217,3.74273,0.731914,0.267336,0.200504, ,7.59684,2.02408,1.5685,3.79214,0.770865,0.198116,0.149743, ,9.58538,3.34913,1.77842,12.6294,1.2179,0.172324,0.251624, ,20.6076,3.43576,3.35531,13.6771,1.2503,0.156689,0.179366, ,17.4384,5.72604,4.44448,22.2052,1.81358,0.171092,0.172556, ,
2.01647,0.587518,0.564131,2.42665,0.567127,0.194697,0.251623, ,2.2643,0.758913,0.746801,1.49941,0.589478,0.229172,0.323726, ,6.67548,1.08065,0.85389,3.70323,0.811508,0.264965,0.229379, ,7.11606,1.46296,1.26208,4.75246,0.644495,0.184392,0.237467, ,10.4847,4.35404,2.21047,8.26751,0.992409,0.151581,0.206511, ,22.9916,3.24615,3.37995,8.95537,1.13932,0.201476,0.160503, ,21.148,4.52553,3.39894,13.915,1.05945,0.169031,0.232517, ,
1.43735,0.491305,0.523449,1.90086,0.530076,0.19404,0.193558, ,1.47815,0.766716,0.501703,1.43425,0.420251,0.204638,0.256567, ,4.68833,1.75489,0.949186,3.0113,0.446346,0.177091,0.203438, ,8.52503,1.29523,1.54472,5.39882,0.869296,0.172591,0.240088, ,12.4677,4.16703,2.20607,9.21756,1.65021,0.173414,0.165805, ,15.7792,5.3193,4.10123,13.8195,1.14335,0.157244,0.260216, ,24.3895,7.40383,5.69117,10.6519,1.56626,0.159362,0.165092, ,
