7123,6884,7156,7184,7219,10448,23114, ,3659,3633,3796,3767,3782,5673,9760, ,2029,1928,1958,1952,2037,4231,4214, ,1427,1390,1440,1477,1455,2888,4073, ,1062,1005,1136,1243,1084,2272,2542, ,905,931,1039,987,1020,1881,2274, ,832,826,1067,943,1250,1878,2035, ,
7043,7159,7301,7417,7179,10490,18754, ,3618,3616,3682,3774,4003,6274,8227, ,2057,1963,1980,1967,1967,3510,4031, ,1380,1435,1472,1584,1460,2342,3035, ,1174,1050,1093,1187,1097,2376,2331, ,872,954,939,939,958,2114,2407, ,804,896,892,849,1021,1689,2057, ,
7083,6995,7236,7535,7077,10481,20241, ,3759,3632,3729,3771,3935,6887,13356, ,1948,1874,1972,2138,2107,3129,5027, ,1302,1303,1401,1490,1406,3417,3095, ,1123,1019,1141,1133,1184,2429,2962, ,909,875,893,982,969,2365,2839, ,835,878,896,938,1023,1523,1459, ,
7171,6938,7304,7173,7288,10399,17377, ,3756,3671,3686,3762,3696,5404,13518, ,1881,1960,2005,1931,2069,4723,5126, ,1456,1428,1436,1542,1559,3125,3835, ,1112,1155,1329,1186,1251,2164,2283, ,878,926,1039,1051,1025,1805,2355, ,692,758,910,923,900,2055,2147, ,
7040,6947,7388,7417,7197,10496,24676, ,3573,3548,3725,3828,3947,5565,14242, ,1920,2000,2054,1928,2077,3213,4694, ,1272,1295,1468,1491,1476,2667,2877, ,1105,1152,1063,1102,1074,2551,2612, ,910,883,1177,945,1336,2117,2169, ,826,732,934,866,915,1597,2077, ,
7096,6918,7229,7340,7193,10538,30978, ,3574,3563,3670,3882,3690,5892,9734, ,1805,2031,1995,2037,2025,3382,5215, ,1367,1375,1351,1409,1331,2411,3067, ,1101,1217,1168,1098,1131,2196,2367, ,831,818,925,947,1017,2138,1834, ,789,822,834,880,995,1809,1396, ,
7072,6921,7141,7571,7200,10493,21349, ,3589,3640,3801,3772,3819,5885,10347, ,1901,1966,1958,2102,1893,4501,4314, ,1459,1366,1479,1400,1374,2975,3877, ,1048,1026,1066,1245,1152,2696,2825, ,910,889,1056,955,1084,1695,1968, ,893,826,952,2953,939,1513,1395, ,
7152,7183,7300,7414,7126,10291,25949, ,3611,3593,3679,3834,3784,6189,10050, ,1933,1866,2022,2254,2051,4543,4887, ,1398,1351,1420,1448,1467,2642,5249, ,1004,1096,1207,1124,1124,2374,3574, ,849,842,1035,902,1002,1853,1812, ,843,838,1018,945,1028,1342,1558, ,
7071,6878,7329,7182,7161,10378,29847, ,3746,3440,3742,3772,3985,5326,10870, ,2002,1910,1951,1960,1873,4208,7346, ,1365,1334,1376,1488,1640,2511,2993, ,955,1035,1145,1205,1172,2600,2245, ,943,879,938,1028,1070,2268,2883, ,743,778,946,921,881,1972,2037, ,
7080,7032,7217,7542,7217,10497,19999, ,3540,3439,3716,3746,3735,7073,9062, ,1864,1911,1978,1992,2083,3302,5176, ,1302,1278,1367,1552,1400,3081,3853, ,1258,1042,1253,1128,1089,2171,4150, ,903,979,1035,1073,1129,1929,2099, ,836,781,856,813,860,1708,1737, ,
7187,7051,7327,7443,7181,10538,23758, ,3744,3629,3751,3841,3838,5906,8990, ,1957,1889,1928,2131,2006,3095,5592, ,1510,1342,1448,1573,1390,3646,3869, ,1023,1065,1131,1160,1090,2011,2623, ,859,949,1068,989,1034,2319,1643, ,869,784,840,834,867,1736,1553, ,
