1185,1195,1266, ,613.5,616.5,650.5, ,
1183,1172,1264.5, ,594,584.75,620.75, ,
1161.5,1164.5,1254.5, ,599,614.75,672.25, ,

1176.5,1177.17,1261.67, ,602.167,605.333,647.833, ,
10.638,12.9765,5.10446, ,8.26976,14.5721,21.1092, ,
