Comunication range: 4,
6005.48,5949.42,4403.33,9222.59,2829.9, ,2611.46,3984.05,3187.49,4809.91,3424.63, ,4599.01,2303.88,2087.14,3476.17,2986.28, ,3856.47,1837.07,1650.97,1939.51,2015.45, ,
5406.91,4837.29,4080.67,11138,8896.37, ,3949.58,3370.62,2874.6,4976.13,2663.94, ,2723.15,3706.41,3926.69,6308.72,4025.14, ,2177.85,2553.5,1940.76,6614.11,1794.19, ,1495.23,2645.67,3353.15,2065.1,3248.55, ,
5044.55,5419.15,4414.82,8579.4,10068, ,2796.46,3121.77,3009.84,4179.82,4348.04, ,3295.87,2110.28,3002.35,3367.35,5152.91, ,1755.74,1831.51,1847.96,3010.49,2362.51, ,
5329.41,6415.7,5455.59,553.664,9167.53, ,4846.05,3604.51,5200.45,6923.67,4252.39, ,2096.4,2614.69,3285.73,6446.83,2222.85, ,1664.16,2072.72,4677.89,3782.39,5328.78, ,
5122.34,5274.73,5589.33,6920.13,7906.94, ,3747.13,3875.94,3601.43,3498.86,6216.43, ,2575.67,2346.2,2271.43,4821.93,1990.59, ,2066.52,2412.36,1991.63,2190.02,2722.83, ,
4551.36,4659.64,4863.33,6058.65,8445.14, ,3773.63,4475.57,2707.68,4518.34,6773.25, ,2217.98,2955.87,2002.18,2630.23,6590.65, ,3502.56,1782.19,1565.85,2715.15,6697.74, ,
5805.61,5535.82,5022.07,5437.47,10002.2, ,3316.14,3447.88,2785.72,3730.13,7806.01, ,2190.47,2680.07,1868,7543.28,2847.57, ,4837.99,2118.93,1645.89,3517.58,7381.7, ,2137.54,2540.65,1563.1,2446.15,2474.66, ,
7114.2,5302.71,5619.22,3949.09,6308.51, ,3854.62,4194.46,2821.33,2708.01,7257.55, ,2422.55,2276.85,3020.88,6482.69,2776.37, ,2143.32,1816.72,1896.71,2005.06,2369.49, ,
5880.48,5418.8,4797.54,7774.39,8385.03, ,3429.67,3390.76,4813.15,3491.22,3015.76, ,2593.28,3458.18,1665.83,6541.47,3175.21, ,2414.31,2519.42,1988.39,2618.62,2584.13, ,
5314.31,5191.72,5291.18,1627.69,4777.42, ,3591.75,3667.83,4273.35,4898.94,4233.44, ,2877.09,3553.33,2525.93,3912.39,3465.66, ,2468.53,2694.39,2366.91,3474.72,2322.22, ,2581.86,2452.8,2054.23,4046.64,3627.09, ,
