11.1643,7.24837,10.647,13.6622,11.0045,0.206131,0.497747, ,13.8374,10.2448,9.46937,16.5813,9.75037,0.184498,0.392022, ,20.8761,12.8905,7.53168,15.7885,7.81392,0.181439,0.284017, ,20.9935,11.6284,9.85255,19.4767,10.1321,0.166108,0.423966, ,28.9054,14.3071,12.4238,22.1942,8.79224,0.155535,0.26162, ,17.4065,13.2836,11.7712,24.03,9.30734,0.151224,0.249312, ,37.9711,22.0863,18.023,31.2083,11.6452,0.155004,0.289021, ,
21.0801,6.46484,10.6765,14.679,9.94048,0.210358,0.360534, ,16.1567,8.76064,6.52417,12.0283,4.09809,0.191576,0.313487, ,18.4773,8.75134,9.33147,17.7566,10.2785,0.163399,0.224546, ,21.2197,14.5808,12.5345,21.0333,12.5012,0.146189,0.257643, ,22.3774,14.4583,13.5625,26.6875,9.95907,0.159093,0.309008, ,25.8976,17.1596,13.8458,24.051,12.9797,0.156155,0.383631, ,29.8108,17.6135,15.6897,27.3037,13.1756,0.147146,0.262001, ,
18.0612,9.47973,9.28534,14.002,8.71714,0.20698,0.387341, ,20.1936,10.1366,4.05287,9.75257,3.69965,0.207666,0.516032, ,19.5027,11.7201,10.7006,16.1675,12.0431,0.153754,0.317859, ,15.2311,9.07393,9.57658,14.8427,7.71206,0.182235,0.351559, ,18.3057,10.6783,8.78597,16.3797,8.1046,0.166592,0.390861, ,24.8328,13.2499,11.564,26.3412,9.06265,0.167696,0.518237, ,32.6011,19.8982,17.1097,35.6506,11.4708,0.139223,0.220181, ,
20.9098,11.6368,4.93624,12.6501,4.00355,0.206562,0.371767, ,21.4767,12.5868,8.90483,12.3028,9.41104,0.17738,0.44632, ,17.4911,7.90332,8.44553,21.4517,11.5751,0.193393,0.294632, ,22.8856,13.3772,12.5074,19.6528,10.8988,0.169008,0.405663, ,23.1183,13.8798,11.3693,23.7734,5.67848,0.154528,0.257684, ,24.0203,13.3008,11.6677,23.0885,7.96135,0.145862,0.366471, ,29.5281,16.535,14.9163,24.5902,10.0375,0.166566,0.418392, ,
16.2189,11.3755,8.07055,14.1405,10.7976,0.209023,0.604174, ,20.5288,10.6167,8.89382,15.3537,9.54213,0.181206,0.553887, ,15.3089,11.4114,9.61986,12.4254,8.07838,0.158269,0.308888, ,22.1955,11.2755,11.0701,19.2888,9.55904,0.156166,0.274738, ,20.4044,15.1327,9.40646,19.5741,9.31242,0.167125,0.255827, ,29.2918,17.7405,16.3465,23.5264,10.8822,0.159954,0.256176, ,41.2912,18.0848,17.3019,31.5026,11.7838,0.143182,0.416776, ,
18.8002,9.2762,7.26171,10.8607,6.62405,0.210304,0.838032, ,16.0424,9.2226,9.31184,10.1808,8.89184,0.18613,0.383812, ,14.5685,12.472,8.15929,15.9039,7.49004,0.164742,0.377331, ,20.4433,11.3276,12.3687,16.3053,12.2917,0.148578,0.315625, ,21.5783,15.092,14.8364,22.2782,11.2841,0.153386,0.25154, ,31.6921,16.3232,11.913,21.7322,8.12103,0.157305,0.238277, ,37.3279,18.2357,9.03207,23.7758,9.28928,0.153543,0.247157, ,
17.394,9.74245,11.8127,15.052,11.238,0.209214,0.513966, ,17.024,11.0726,6.77096,15.1585,9.94005,0.187101,0.379214, ,16.9876,10.015,9.85458,16.7026,8.71474,0.187893,0.28526, ,19.2756,12.7472,8.59231,18.3024,6.51299,0.167526,0.30594, ,22.9905,10.9277,12.8978,25.0245,11.5244,0.172874,0.363006, ,28.1318,16.3935,14.7732,24.3619,11.5901,0.139085,0.212516, ,33.4279,15.283,14.6049,53.9359,13.5407,0.142848,0.21436, ,
15.7277,10.2799,9.59003,13.4522,8.96953,0.198775,0.491161, ,16.9654,11.5426,5.42611,13.9014,6.08162,0.195373,0.421088, ,18.1398,11.2212,10.3229,17.5744,8.91728,0.191432,0.297121, ,21.4279,13.2981,8.35394,21.7339,9.91301,0.155813,0.551145, ,25.8689,14.6549,13.5602,18.3386,10.3824,0.159844,0.480749, ,24.4567,13.4393,14.0812,24.211,12.6064,0.148054,0.205112, ,42.0626,21.1801,15.363,31.2507,11.5103,0.1297,0.240614, ,
19.2838,11.1669,10.2461,14.1737,10.1605,0.206946,0.810094, ,20.8061,10.9013,10.5252,19.4229,11.5112,0.17609,0.457732, ,18.6094,12.5459,9.83797,15.4897,8.69429,0.178034,0.587844, ,17.3896,8.01817,9.72241,14.4767,5.2416,0.153296,0.343644, ,25.262,14.0989,10.9758,26.3424,7.7288,0.167863,0.223153, ,27.2048,15.5019,15.8768,26.098,10.5518,0.162953,0.422122, ,32.8901,21.0502,13.8503,28.2902,10.9765,0.160358,0.397955, ,
10.5041,8.83933,10.4109,14.5462,10.4294,0.210531,0.413869, ,18.0337,9.25239,7.54756,14.8103,6.97509,0.204397,0.316961, ,21.124,10.5074,6.27429,14.7856,6.18273,0.157113,0.400685, ,18.8586,11.1213,10.653,18.4721,9.03591,0.16829,0.324828, ,25.1454,12.3836,12.9317,23.1851,9.06431,0.15279,0.578961, ,28.8077,17.9704,10.6068,22.5911,5.84801,0.149254,0.255616, ,37.31,17.8658,18.0749,31.9392,21.0888,0.148592,0.278047, ,
